experiment	path	commit	status	metric	value	hypothesis	utc
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.6.build_ms	76.2565	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.6.cpu_arena_mb	224.552328	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.6.estimated_vram_mb	706.776248	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.6.init_ms	136.7468	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.8.allocated_vram_mb	1711.276032	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.8.build_ms	205.267	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.8.cpu_arena_mb	587.239848	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.8.estimated_vram_mb	1750.508472	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.8.init_ms	235.03640000000001	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.2.iteration_ms	0.084	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.2.check_ms	0.287	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.2.sync_ms	0.016	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.6.iteration_ms	17.892	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.6.check_ms	12.265	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.6.sync_ms	25.959	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.8.iteration_ms	62.182	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.8.check_ms	38.806	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F006	preflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	preflop.8.sync_ms	68.295	Final combined preflop throughput, checkpoint, CPU sync and actual allocated VRAM; preserve all original 2/6/8-seat fingerprints	2026-09-07T03:08:50+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2d.iso.allocated_vram_mb	6241.124352	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2d.iso.estimated_vram_mb	6716.6347	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2d.iso.init_ms	847.0521	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2d.iso.plan_build_ms	96.515	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2d.iso.staging_memory_mb	3380.293588	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.iso.allocated_vram_mb	4932.501504	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.iso.estimated_vram_mb	6737.546704	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.iso.init_ms	751.8158999999999	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.iso.plan_build_ms	71.5932	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.iso.staging_memory_mb	2063.622928	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.full.allocated_vram_mb	6274.678784	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.full.estimated_vram_mb	6737.546704	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.full.init_ms	792.2909	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.full.plan_build_ms	97.6343	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.full.staging_memory_mb	3391.473816	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2d.init_ms	1073.74	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2d.iteration_ms	53.174	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2d.check_ms	33.255	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.init_ms	743.129	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.iteration_ms	31.423	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7s2d.check_ms	26.827	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2dQhTc.init_ms	65.914	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2dQhTc.iteration_ms	0.297	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
F007	postflop_cuda	cd84600bb84b9ff6e98c00d749128a17e4777b31	keep	postflop.Ks7h2dQhTc.check_ms	1.212	Final combined postflop throughput and actual memory, plus complete locked/unlocked state matrix versus canonical B010R	2026-09-07T03:11:28+00:00
B018	baseline	c91db38290736e6c117527eb38b3629960491fc5	baseline	lifecycle.raking_ms	4.5577	Fresh specialized-raking control before testing reuse of the per-fitting-iteration aggregate buffer	2026-09-07T03:16:42+00:00
B019	baseline	c91db38290736e6c117527eb38b3629960491fc5	baseline	cpu.postflop.arena_mb	104.204192	Fresh whole-profile lifecycle control before removing repeated aggregate allocation inside raking	2026-09-07T03:17:00+00:00
B019	baseline	c91db38290736e6c117527eb38b3629960491fc5	baseline	cpu.postflop.iteration_ms	25.86474	Fresh whole-profile lifecycle control before removing repeated aggregate allocation inside raking	2026-09-07T03:17:00+00:00
B019	baseline	c91db38290736e6c117527eb38b3629960491fc5	baseline	lifecycle.build_ms	8.4256	Fresh whole-profile lifecycle control before removing repeated aggregate allocation inside raking	2026-09-07T03:17:00+00:00
B019	baseline	c91db38290736e6c117527eb38b3629960491fc5	baseline	lifecycle.compressed_load_ms	86.5118	Fresh whole-profile lifecycle control before removing repeated aggregate allocation inside raking	2026-09-07T03:17:00+00:00
B019	baseline	c91db38290736e6c117527eb38b3629960491fc5	baseline	lifecycle.load_ms	54.206900000000005	Fresh whole-profile lifecycle control before removing repeated aggregate allocation inside raking	2026-09-07T03:17:00+00:00
B019	baseline	c91db38290736e6c117527eb38b3629960491fc5	baseline	lifecycle.profile_ms	551.8426	Fresh whole-profile lifecycle control before removing repeated aggregate allocation inside raking	2026-09-07T03:17:00+00:00
B019	baseline	c91db38290736e6c117527eb38b3629960491fc5	baseline	lifecycle.report_lines_ms	63.7061	Fresh whole-profile lifecycle control before removing repeated aggregate allocation inside raking	2026-09-07T03:17:00+00:00
B019	baseline	c91db38290736e6c117527eb38b3629960491fc5	baseline	lifecycle.save_mb	104.204944	Fresh whole-profile lifecycle control before removing repeated aggregate allocation inside raking	2026-09-07T03:17:00+00:00
B019	baseline	c91db38290736e6c117527eb38b3629960491fc5	baseline	lifecycle.save_ms	220.45929999999998	Fresh whole-profile lifecycle control before removing repeated aggregate allocation inside raking	2026-09-07T03:17:00+00:00
E019	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.raking_ms	4.054	Reuse aggregate buffer across raking fitting iterations; preserve the same zeroing and arithmetic order	2026-09-07T03:17:40+00:00
E019R	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	cpu.postflop.arena_mb	104.204192	Whole-profile validation of aggregate-buffer reuse against fresh B019, including complete report/profile/save fingerprints	2026-09-07T03:18:24+00:00
E019R	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	cpu.postflop.iteration_ms	24.78542	Whole-profile validation of aggregate-buffer reuse against fresh B019, including complete report/profile/save fingerprints	2026-09-07T03:18:24+00:00
E019R	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.build_ms	8.2943	Whole-profile validation of aggregate-buffer reuse against fresh B019, including complete report/profile/save fingerprints	2026-09-07T03:18:24+00:00
E019R	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.compressed_load_ms	83.7658	Whole-profile validation of aggregate-buffer reuse against fresh B019, including complete report/profile/save fingerprints	2026-09-07T03:18:24+00:00
E019R	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.load_ms	51.350699999999996	Whole-profile validation of aggregate-buffer reuse against fresh B019, including complete report/profile/save fingerprints	2026-09-07T03:18:24+00:00
E019R	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.profile_ms	435.5408	Whole-profile validation of aggregate-buffer reuse against fresh B019, including complete report/profile/save fingerprints	2026-09-07T03:18:24+00:00
E019R	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.report_lines_ms	63.1804	Whole-profile validation of aggregate-buffer reuse against fresh B019, including complete report/profile/save fingerprints	2026-09-07T03:18:24+00:00
E019R	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.save_mb	104.204944	Whole-profile validation of aggregate-buffer reuse against fresh B019, including complete report/profile/save fingerprints	2026-09-07T03:18:24+00:00
E019R	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.save_ms	219.7633	Whole-profile validation of aggregate-buffer reuse against fresh B019, including complete report/profile/save fingerprints	2026-09-07T03:18:24+00:00
E019R2	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	cpu.postflop.arena_mb	104.204192	Repeat whole-profile aggregate-buffer reuse to test the observed gain and all complete lifecycle fingerprints	2026-09-07T03:18:50+00:00
E019R2	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	cpu.postflop.iteration_ms	25.28494	Repeat whole-profile aggregate-buffer reuse to test the observed gain and all complete lifecycle fingerprints	2026-09-07T03:18:50+00:00
E019R2	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.build_ms	8.3689	Repeat whole-profile aggregate-buffer reuse to test the observed gain and all complete lifecycle fingerprints	2026-09-07T03:18:50+00:00
E019R2	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.compressed_load_ms	81.7322	Repeat whole-profile aggregate-buffer reuse to test the observed gain and all complete lifecycle fingerprints	2026-09-07T03:18:50+00:00
E019R2	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.load_ms	51.2661	Repeat whole-profile aggregate-buffer reuse to test the observed gain and all complete lifecycle fingerprints	2026-09-07T03:18:50+00:00
E019R2	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.profile_ms	445.7917	Repeat whole-profile aggregate-buffer reuse to test the observed gain and all complete lifecycle fingerprints	2026-09-07T03:18:50+00:00
E019R2	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.report_lines_ms	64.0555	Repeat whole-profile aggregate-buffer reuse to test the observed gain and all complete lifecycle fingerprints	2026-09-07T03:18:50+00:00
E019R2	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.save_mb	104.204944	Repeat whole-profile aggregate-buffer reuse to test the observed gain and all complete lifecycle fingerprints	2026-09-07T03:18:50+00:00
E019R2	reports_profiles	1034aa0519aca67a118c83ad644fcaaaa93af1cc	keep	lifecycle.save_ms	216.0564	Repeat whole-profile aggregate-buffer reuse to test the observed gain and all complete lifecycle fingerprints	2026-09-07T03:18:50+00:00
B020	baseline	1034aa0519aca67a118c83ad644fcaaaa93af1cc	baseline	cpu.preflop.arena_mb	224.552328	Fresh CPU six-seat baseline before runtime-selected wider-vector equity calculation; same 18 iterations and complete arena/EV/gap fingerprints	2026-09-07T03:21:08+00:00
B020	baseline	1034aa0519aca67a118c83ad644fcaaaa93af1cc	baseline	cpu.preflop.check_ms	321.8135	Fresh CPU six-seat baseline before runtime-selected wider-vector equity calculation; same 18 iterations and complete arena/EV/gap fingerprints	2026-09-07T03:21:08+00:00
B020	baseline	1034aa0519aca67a118c83ad644fcaaaa93af1cc	baseline	cpu.preflop.iteration_ms	76.81178	Fresh CPU six-seat baseline before runtime-selected wider-vector equity calculation; same 18 iterations and complete arena/EV/gap fingerprints	2026-09-07T03:21:08+00:00
E020	cpu_solving	42c6ab24335f29442ca874a20922561c209fd9e2	keep	cpu.preflop.arena_mb	224.552328	Runtime AVX2 dispatch widens independent hero-hand lanes with portable fallback and unchanged per-hand multiply/add order	2026-09-07T03:22:32+00:00
E020	cpu_solving	42c6ab24335f29442ca874a20922561c209fd9e2	keep	cpu.preflop.check_ms	297.8852	Runtime AVX2 dispatch widens independent hero-hand lanes with portable fallback and unchanged per-hand multiply/add order	2026-09-07T03:22:32+00:00
E020	cpu_solving	42c6ab24335f29442ca874a20922561c209fd9e2	keep	cpu.preflop.iteration_ms	71.89982	Runtime AVX2 dispatch widens independent hero-hand lanes with portable fallback and unchanged per-hand multiply/add order	2026-09-07T03:22:32+00:00
E020R	cpu_solving	42c6ab24335f29442ca874a20922561c209fd9e2	keep	cpu.preflop.arena_mb	224.552328	Repeat runtime AVX2 dispatch on the frozen six-seat CPU workload, including complete original state fingerprints	2026-09-07T03:23:29+00:00
E020R	cpu_solving	42c6ab24335f29442ca874a20922561c209fd9e2	keep	cpu.preflop.check_ms	312.4436	Repeat runtime AVX2 dispatch on the frozen six-seat CPU workload, including complete original state fingerprints	2026-09-07T03:23:29+00:00
E020R	cpu_solving	42c6ab24335f29442ca874a20922561c209fd9e2	keep	cpu.preflop.iteration_ms	75.61728	Repeat runtime AVX2 dispatch on the frozen six-seat CPU workload, including complete original state fingerprints	2026-09-07T03:23:29+00:00
E020R2	cpu_solving	42c6ab24335f29442ca874a20922561c209fd9e2	keep	cpu.preflop.arena_mb	224.552328	Third AVX2 trial to resolve smaller gain in the second repeat before a fresh portable control	2026-09-07T03:24:46+00:00
E020R2	cpu_solving	42c6ab24335f29442ca874a20922561c209fd9e2	keep	cpu.preflop.check_ms	294.4136	Third AVX2 trial to resolve smaller gain in the second repeat before a fresh portable control	2026-09-07T03:24:46+00:00
E020R2	cpu_solving	42c6ab24335f29442ca874a20922561c209fd9e2	keep	cpu.preflop.iteration_ms	72.4907	Third AVX2 trial to resolve smaller gain in the second repeat before a fresh portable control	2026-09-07T03:24:46+00:00
B021	baseline	c1db0503f180b2ce538478d7c091791d2de85014	baseline	cpu.preflop.arena_mb	224.552328	Fresh portable-equity control to separate AVX2 benefit from CPU timing drift	2026-09-07T03:25:41+00:00
B021	baseline	c1db0503f180b2ce538478d7c091791d2de85014	baseline	cpu.preflop.check_ms	313.432	Fresh portable-equity control to separate AVX2 benefit from CPU timing drift	2026-09-07T03:25:41+00:00
B021	baseline	c1db0503f180b2ce538478d7c091791d2de85014	baseline	cpu.preflop.iteration_ms	75.23492	Fresh portable-equity control to separate AVX2 benefit from CPU timing drift	2026-09-07T03:25:41+00:00
B021R	baseline	c1db0503f180b2ce538478d7c091791d2de85014	baseline	cpu.preflop.arena_mb	224.552328	Repeat portable-equity control for the small AVX2 gain	2026-09-07T03:26:06+00:00
B021R	baseline	c1db0503f180b2ce538478d7c091791d2de85014	baseline	cpu.preflop.check_ms	327.37519999999995	Repeat portable-equity control for the small AVX2 gain	2026-09-07T03:26:06+00:00
B021R	baseline	c1db0503f180b2ce538478d7c091791d2de85014	baseline	cpu.preflop.iteration_ms	78.34725999999999	Repeat portable-equity control for the small AVX2 gain	2026-09-07T03:26:06+00:00
E020R3	cpu_solving	a557aede88743db8efd29f99ef50833847918862	keep	cpu.preflop.arena_mb	224.552328	Final AVX2 paired repeat after portable controls B021 and B021R; exact complete state must remain unchanged	2026-09-07T03:27:04+00:00
E020R3	cpu_solving	a557aede88743db8efd29f99ef50833847918862	keep	cpu.preflop.check_ms	292.77619999999996	Final AVX2 paired repeat after portable controls B021 and B021R; exact complete state must remain unchanged	2026-09-07T03:27:04+00:00
E020R3	cpu_solving	a557aede88743db8efd29f99ef50833847918862	keep	cpu.preflop.iteration_ms	73.3495	Final AVX2 paired repeat after portable controls B021 and B021R; exact complete state must remain unchanged	2026-09-07T03:27:04+00:00
F008	postflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	postflop.Ks7h2d.init_ms	1000.915	Final timing repeat after combined checks; resolve small river checkpoint outlier and confirm deterministic evaluation values	2026-09-07T03:33:17+00:00
F008	postflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	postflop.Ks7h2d.iteration_ms	53.089	Final timing repeat after combined checks; resolve small river checkpoint outlier and confirm deterministic evaluation values	2026-09-07T03:33:17+00:00
F008	postflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	postflop.Ks7h2d.check_ms	33.287	Final timing repeat after combined checks; resolve small river checkpoint outlier and confirm deterministic evaluation values	2026-09-07T03:33:17+00:00
F008	postflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	postflop.Ks7s2d.init_ms	728.576	Final timing repeat after combined checks; resolve small river checkpoint outlier and confirm deterministic evaluation values	2026-09-07T03:33:17+00:00
F008	postflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	postflop.Ks7s2d.iteration_ms	31.303	Final timing repeat after combined checks; resolve small river checkpoint outlier and confirm deterministic evaluation values	2026-09-07T03:33:17+00:00
F008	postflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	postflop.Ks7s2d.check_ms	26.745	Final timing repeat after combined checks; resolve small river checkpoint outlier and confirm deterministic evaluation values	2026-09-07T03:33:17+00:00
F008	postflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	postflop.Ks7h2dQhTc.init_ms	65.711	Final timing repeat after combined checks; resolve small river checkpoint outlier and confirm deterministic evaluation values	2026-09-07T03:33:17+00:00
F008	postflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	postflop.Ks7h2dQhTc.iteration_ms	0.295	Final timing repeat after combined checks; resolve small river checkpoint outlier and confirm deterministic evaluation values	2026-09-07T03:33:17+00:00
F008	postflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	postflop.Ks7h2dQhTc.check_ms	0.555	Final timing repeat after combined checks; resolve small river checkpoint outlier and confirm deterministic evaluation values	2026-09-07T03:33:17+00:00
F009	preflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	preflop.6.target_seconds	3.2001564	Final time-to-target repeat after all retained changes; six/eight-seat arenas, gaps, EVs and iteration counts must equal original B013	2026-09-07T03:33:54+00:00
F009	preflop_cuda	a557aede88743db8efd29f99ef50833847918862	keep	preflop.8.target_seconds	7.9307805	Final time-to-target repeat after all retained changes; six/eight-seat arenas, gaps, EVs and iteration counts must equal original B013	2026-09-07T03:33:54+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.6.allocated_vram_mb	671.08864	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.6.build_ms	78.73769999999999	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.6.cpu_arena_mb	224.552328	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.6.estimated_vram_mb	706.776248	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.6.init_ms	137.2215	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.8.allocated_vram_mb	1711.276032	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.8.build_ms	212.5951	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.8.cpu_arena_mb	587.239848	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.8.estimated_vram_mb	1750.508472	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.8.init_ms	232.1813	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.2.iteration_ms	0.084	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.2.check_ms	0.294	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.2.sync_ms	0.017	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.6.iteration_ms	19.437	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
B022	baseline	a557aede88743db8efd29f99ef50833847918862	baseline	preflop.6.check_ms	13.014	Second-pass starting control: retained preflop CUDA throughput, CPU readback and allocated VRAM before removing sigma cache	2026-09-07T04:00:00+00:00
