experiment	path	commit	status	metric	value	hypothesis	utc
E006R	build_save_load	9004a81ef2e7087b5a84c3676922a342c80ebb7e	keep	lifecycle.profile_ms	681.342	Repeat direct-arena load after warm controls; compare both latency and process memory	2026-09-07T01:16:05+00:00
E006R	build_save_load	9004a81ef2e7087b5a84c3676922a342c80ebb7e	keep	lifecycle.report_lines_ms	72.2329	Repeat direct-arena load after warm controls; compare both latency and process memory	2026-09-07T01:16:05+00:00
E006R	build_save_load	9004a81ef2e7087b5a84c3676922a342c80ebb7e	keep	lifecycle.save_mb	104.204944	Repeat direct-arena load after warm controls; compare both latency and process memory	2026-09-07T01:16:05+00:00
E006R	build_save_load	9004a81ef2e7087b5a84c3676922a342c80ebb7e	keep	lifecycle.save_ms	221.5483	Repeat direct-arena load after warm controls; compare both latency and process memory	2026-09-07T01:16:05+00:00
E006W2	build_save_load	19dd982afcd2801ed8cdbe93405a712fa0875b24	keep	lifecycle.warm_load_ms	39.8761	Isolated 20-load median and OS peak working set for direct arena loading	2026-09-07T01:21:21+00:00
E006W2	build_save_load	19dd982afcd2801ed8cdbe93405a712fa0875b24	keep	lifecycle.load_process_memory_mb	172.012	Isolated 20-load median and OS peak working set for direct arena loading	2026-09-07T01:21:21+00:00
B005	baseline	4c75a893020e1c12c83154d7c990db7abc8ac1f2	baseline	lifecycle.warm_load_ms	54.134	Paired original-loader control: same warm-load fixture, 20 samples, OS peak working set	2026-09-07T01:22:37+00:00
B005	baseline	4c75a893020e1c12c83154d7c990db7abc8ac1f2	baseline	lifecycle.load_process_memory_mb	198.885	Paired original-loader control: same warm-load fixture, 20 samples, OS peak working set	2026-09-07T01:22:37+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.allocated_vram_mb	603.979776	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.build_ms	77.01719999999999	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.cpu_arena_mb	224.552328	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.estimated_vram_mb	643.987632	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.init_ms	595.4649	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.allocated_vram_mb	1543.503872	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.build_ms	231.4608	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.cpu_arena_mb	587.239848	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.estimated_vram_mb	1591.177304	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.init_ms	268.5756	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.2.iteration_ms	0.098	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.2.check_ms	0.394	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.2.sync_ms	0.035	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.iteration_ms	24.037	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.check_ms	32.787	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.sync_ms	27.716	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.iteration_ms	106.379	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.check_ms	133.402	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.sync_ms	73.445	Store one changed actor reach per edge and alias every unchanged seat reach to its ancestor	2026-09-07T01:26:20+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.allocated_vram_mb	603.979776	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.build_ms	79.0233	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.cpu_arena_mb	224.552328	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.estimated_vram_mb	643.987632	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.init_ms	187.6735	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.allocated_vram_mb	1543.503872	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.build_ms	246.7398	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.cpu_arena_mb	587.239848	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.estimated_vram_mb	1591.177304	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.init_ms	295.3459	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.2.iteration_ms	0.09	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.2.check_ms	0.294	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.2.sync_ms	0.016	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.iteration_ms	23.784	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.check_ms	32.792	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.6.sync_ms	29.649	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.iteration_ms	106.602	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.check_ms	133.419	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E007R	memory_transfers	4e8c4c9ebe0be70f9e642f5ccb13261cc9cf3967	keep	preflop.8.sync_ms	69.785	Repeat compact reach timing and capacity after CUDA JIT warmup and full preflop equivalence validation	2026-09-07T01:28:54+00:00
E008	cpu_solving	f3fadb13e738fe43c259689429865b13c8b5a47c	keep	cpu.preflop.arena_mb	224.552328	Use opponent-major equity storage to vectorize independent hero hands while preserving each sum order	2026-09-07T01:33:30+00:00
E008	cpu_solving	f3fadb13e738fe43c259689429865b13c8b5a47c	keep	cpu.preflop.check_ms	325.6546	Use opponent-major equity storage to vectorize independent hero hands while preserving each sum order	2026-09-07T01:33:30+00:00
E008	cpu_solving	f3fadb13e738fe43c259689429865b13c8b5a47c	keep	cpu.preflop.iteration_ms	77.83432	Use opponent-major equity storage to vectorize independent hero hands while preserving each sum order	2026-09-07T01:33:30+00:00
E008R	cpu_solving	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	keep	cpu.preflop.arena_mb	224.552328	Repeat exact batched equity timings after the full CPU solver suite passed	2026-09-07T01:38:49+00:00
E008R	cpu_solving	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	keep	cpu.preflop.check_ms	338.9815	Repeat exact batched equity timings after the full CPU solver suite passed	2026-09-07T01:38:49+00:00
E008R	cpu_solving	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	keep	cpu.preflop.iteration_ms	84.69842	Repeat exact batched equity timings after the full CPU solver suite passed	2026-09-07T01:38:49+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7h2d.iso.allocated_vram_mb	7683.964928	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7h2d.iso.estimated_vram_mb	8088.005516	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7h2d.iso.init_ms	868.18	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7h2d.iso.plan_build_ms	93.5086	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7h2d.iso.staging_memory_mb	4821.59054	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.iso.allocated_vram_mb	7683.964928	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.iso.estimated_vram_mb	8113.667768	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.iso.init_ms	634.1732	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.iso.plan_build_ms	68.9306	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.iso.staging_memory_mb	4837.752296	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.full.allocated_vram_mb	7717.51936	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.full.estimated_vram_mb	8113.667768	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.full.init_ms	663.1458	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.full.plan_build_ms	128.3491	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B006	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.full.staging_memory_mb	4837.752296	Postflop GPU capacity before compact reach slots, with suit isomorphism on and off	2026-09-07T01:41:32+00:00
B007	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7h2d.target_seconds	12.244	Postflop time-to-0.3-percent-exploitability control before compact reach storage	2026-09-07T01:43:33+00:00
B007	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7s2d.target_seconds	7.346	Postflop time-to-0.3-percent-exploitability control before compact reach storage	2026-09-07T01:43:33+00:00
B007	baseline	0f13dcb8b59ae4bc86976e198d22f81a6b726fa4	baseline	postflop.Ks7h2dQhTc.target_seconds	0.023	Postflop time-to-0.3-percent-exploitability control before compact reach storage	2026-09-07T01:43:33+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2d.iso.allocated_vram_mb	6274.678784	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2d.iso.estimated_vram_mb	6716.6347	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2d.iso.init_ms	1440.1109000000001	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2d.iso.plan_build_ms	99.9789	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2d.iso.staging_memory_mb	3415.119456	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.iso.allocated_vram_mb	5637.144576	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.iso.estimated_vram_mb	6737.546704	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.iso.init_ms	642.9473	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.iso.plan_build_ms	87.69399999999999	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.iso.staging_memory_mb	2759.814928	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.full.allocated_vram_mb	6308.233216	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.full.estimated_vram_mb	6737.546704	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.full.init_ms	657.4692	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.full.plan_build_ms	147.3625	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.full.staging_memory_mb	3426.408856	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2d.init_ms	1216.602	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2d.iteration_ms	63.968	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2d.check_ms	45.384	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.init_ms	764.46	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.iteration_ms	37.658	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.check_ms	34.214	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2dQhTc.init_ms	73.845	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2dQhTc.iteration_ms	0.365	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2dQhTc.check_ms	0.881	Dense reach-owner storage reduces postflop VRAM without changing any reach calculation	2026-09-07T01:50:21+00:00
E009R	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2d.target_seconds	12.267	Repeat compact postflop reaches and verify time to unchanged 0.3-percent target	2026-09-07T01:51:51+00:00
E009R	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7s2d.target_seconds	7.325	Repeat compact postflop reaches and verify time to unchanged 0.3-percent target	2026-09-07T01:51:51+00:00
E009R	postflop_cuda	4fe013617fc43a951f18977dffe4633bc59070c4	keep	postflop.Ks7h2dQhTc.target_seconds	0.024	Repeat compact postflop reaches and verify time to unchanged 0.3-percent target	2026-09-07T01:51:51+00:00
B008	baseline	b6131a59d8a8561693f8545de49b45fe26723341	baseline	postflop.Ks7h2d.init_ms	1029.168	Paired original reach-storage control after E009 to distinguish timing drift from indirection cost	2026-09-07T01:52:59+00:00
B008	baseline	b6131a59d8a8561693f8545de49b45fe26723341	baseline	postflop.Ks7h2d.iteration_ms	58.918	Paired original reach-storage control after E009 to distinguish timing drift from indirection cost	2026-09-07T01:52:59+00:00
B008	baseline	b6131a59d8a8561693f8545de49b45fe26723341	baseline	postflop.Ks7h2d.check_ms	41.145	Paired original reach-storage control after E009 to distinguish timing drift from indirection cost	2026-09-07T01:52:59+00:00
B008	baseline	b6131a59d8a8561693f8545de49b45fe26723341	baseline	postflop.Ks7s2d.init_ms	776.34	Paired original reach-storage control after E009 to distinguish timing drift from indirection cost	2026-09-07T01:52:59+00:00
B008	baseline	b6131a59d8a8561693f8545de49b45fe26723341	baseline	postflop.Ks7s2d.iteration_ms	34.811	Paired original reach-storage control after E009 to distinguish timing drift from indirection cost	2026-09-07T01:52:59+00:00
B008	baseline	b6131a59d8a8561693f8545de49b45fe26723341	baseline	postflop.Ks7s2d.check_ms	31.529	Paired original reach-storage control after E009 to distinguish timing drift from indirection cost	2026-09-07T01:52:59+00:00
B008	baseline	b6131a59d8a8561693f8545de49b45fe26723341	baseline	postflop.Ks7h2dQhTc.init_ms	68.551	Paired original reach-storage control after E009 to distinguish timing drift from indirection cost	2026-09-07T01:52:59+00:00
B008	baseline	b6131a59d8a8561693f8545de49b45fe26723341	baseline	postflop.Ks7h2dQhTc.iteration_ms	0.338	Paired original reach-storage control after E009 to distinguish timing drift from indirection cost	2026-09-07T01:52:59+00:00
B008	baseline	b6131a59d8a8561693f8545de49b45fe26723341	baseline	postflop.Ks7h2dQhTc.check_ms	0.594	Paired original reach-storage control after E009 to distinguish timing drift from indirection cost	2026-09-07T01:52:59+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7h2d.iso.allocated_vram_mb	6274.678784	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7h2d.iso.estimated_vram_mb	6716.6347	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7h2d.iso.init_ms	871.3498	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7h2d.iso.plan_build_ms	99.2814	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7h2d.iso.staging_memory_mb	3415.119456	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.iso.allocated_vram_mb	5637.144576	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.iso.estimated_vram_mb	6737.546704	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.iso.init_ms	623.3035	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.iso.plan_build_ms	133.5797	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.iso.staging_memory_mb	2759.814928	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.full.allocated_vram_mb	6308.233216	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.full.estimated_vram_mb	6737.546704	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.full.init_ms	592.9345000000001	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.full.plan_build_ms	93.0251	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.full.staging_memory_mb	3426.408856	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7h2d.init_ms	1103.302	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7h2d.iteration_ms	59.09	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7h2d.check_ms	40.829	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
E009R2	postflop_cuda	4763e3ea36f56f1bddb30e7e02a671095542614e	keep	postflop.Ks7s2d.init_ms	704.889	Paired warm repeat of compact reach storage after original-layout control	2026-09-07T01:54:09+00:00
